18	Bloco 2 – Tema: Tour por uma Residência Moderna	chair	cadeira	Perfect. Can I sit on this chair for a second?	[sound:en_18.mp3]	Perfeito. Posso sentar nesta cadeira por um segundo?	[sound:pt_18.mp3]	/ˈpɜrfɪkt. kæn aɪ sɪt ɑn ðɪs tʃɛr fɔr ə ˈsɛkənd/
19	Bloco 2 – Tema: Tour por uma Residência Moderna	bed	cama	Of course. After that, we'll check the bed.	[sound:en_19.mp3]	Claro. Depois disso, vamos checar a cama.	[sound:pt_19.mp3]	/ʌv kɔrs. ˈæftər ðæt, wɪl tʃɛk ðə bɛd/
20	Bloco 2 – Tema: Tour por uma Residência Moderna	window	janela	Awesome, I want to see the window.	[sound:en_20.mp3]	Incrível, eu quero ver a janela.	[sound:pt_20.mp3]	/ˈɔsəm, aɪ wɑnt tu si ðə ˈwɪndoʊ/
21	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	wake	acordar	I wake at six every single day.	[sound:en_21.mp3]	Eu acordo às seis todo santo dia.	[sound:pt_21.mp3]	/aɪ weɪk æt sɪks ˈɛvri ˈsɪŋɡəl deɪ/
22	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	usually	geralmente	That's early. I usually leave bed at seven.	[sound:en_22.mp3]	Isso é cedo. Eu geralmente saio da cama às sete.	[sound:pt_22.mp3]	/ðæts ˈɜːrli. aɪ ˈjuːʒuəli liːv bɛd æt ˈsɛvən/
23	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	shower	banho	I need a long shower to feel energetic.	[sound:en_23.mp3]	Eu preciso de um banho longo para me sentir cheio de energia.	[sound:pt_23.mp3]	/aɪ niːd ə lɔːŋ ˈʃaʊər tu fiːl ˌɛnərˈdʒɛtɪk/
24	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	dress	vestir-se	I understand. I just dress fast and go out.	[sound:en_24.mp3]	Eu entendo. Eu só me visto rápido e saio.	[sound:pt_24.mp3]	/aɪ ˌʌndərˈstænd. aɪ dʒʌst drɛs fæst ænd ɡoʊ aʊt/
25	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	breakfast	café da manhã	Do you eat breakfast with your family?	[sound:en_25.mp3]	Você toma café da manhã com a sua família?	[sound:pt_25.mp3]	/duː juː iːt ˈbrɛkfəst wɪθ jɔːr ˈfæməli/
26	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	bus	ônibus	No, I just take the bus and eat an apple.	[sound:en_26.mp3]	Não, eu só pego o ônibus e como uma maçã.	[sound:pt_26.mp3]	/noʊ, aɪ dʒʌst teɪk ðə bʌs ænd iːt ən ˈæpəl/
27	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	desk	mesa de trabalho	I hate eating at my desk during the week.	[sound:en_27.mp3]	Eu odeio comer na minha mesa durante a semana.	[sound:pt_27.mp3]	/aɪ heɪt ˈiːtɪŋ æt maɪ dɛsk ˈdʊrɪŋ ðə wiːk/
28	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	home	casa	Me too. I only relax when I arrive home.	[sound:en_28.mp3]	Eu também. Eu só relaxo quando chego em casa.	[sound:pt_28.mp3]	/miː tuː. aɪ ˈoʊnli rɪˈlæks wɛn aɪ əˈraɪv hoʊm/
29	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	dinner	jantar	We always cook a heavy dinner to finish the day.	[sound:en_29.mp3]	Nós sempre cozinhamos um jantar pesado para terminar o dia.	[sound:pt_29.mp3]	/wi ˈɔːlweɪz kʊk ə ˈhɛvi ˈdɪnər tu ˈfɪnɪʃ ðə deɪ/
30	Bloco 3 – Tema: Rotina Diária de um Profissional Moderno	drained	esgotado(a)	I'm usually drained, so I just sleep.	[sound:en_30.mp3]	Eu geralmente estou esgotado, então eu só durmo.	[sound:pt_30.mp3]	/aɪm ˈjuːʒuəli dreɪnd, soʊ aɪ dʒʌst sliːp/
31	Bloco 4 – Tema: Saúde e Bem-estar	healthy	saudável	Hello! Are you eating healthy food and taking your vitamins?	[sound:en_31.mp3]	Olá! Você está comendo comida saudável e tomando suas vitaminas?	[sound:pt_31.mp3]	/hɛˈloʊ! ɑːr juː ˈiːtɪŋ ˈhɛlθi fuːd ænd ˈteɪkɪŋ jɔːr ˈvaɪtəmɪnz/
32	Bloco 4 – Tema: Saúde e Bem-estar	sick	doente / mal	Actually, I'm feeling very sick and weak lately.	[sound:en_32.mp3]	Na verdade, estou me sentindo muito mal e fraco ultimamente.	[sound:pt_32.mp3]	/ˈæktʃuəli, aɪ æm ˈfiːlɪŋ ˈvɛri sɪk ænd wiːk ˈleɪtli/
33	Bloco 4 – Tema: Saúde e Bem-estar	pain	dor	I see. Do you feel any physical pain right now?	[sound:en_33.mp3]	Entendo. Você sente alguma dor física agora?	[sound:pt_33.mp3]	/aɪ siː. duː juː fiːl ˈɛni ˈfɪzɪkəl peɪn raɪt naʊ/
34	Bloco 4 – Tema: Saúde e Bem-estar	headache	dor de cabeça	Yes, I have a terrible headache every single morning.	[sound:en_34.mp3]	Sim, eu tenho uma dor de cabeça terrível toda santa manhã.	[sound:pt_34.mp3]	/jɛs, aɪ hæv ə ˈtɛrəbəl ˈhɛdˌeɪk ˈɛvri ˈsɪŋɡəl ˈmɔːrnɪŋ/
35	Bloco 4 – Tema: Saúde e Bem-estar	water	água	You definitely need to drink more water to hydrate your brain.	[sound:en_35.mp3]	Você definitivamente precisa beber mais água para hidratar o cérebro.	[sound:pt_35.mp3]	/juː ˈdɛfənətli niːd tu drɪŋk mɔːr ˈwɔːtər tu ˈhaɪˌdreɪt jɔːr breɪn/
36	Bloco 4 – Tema: Saúde e Bem-estar	tired	cansado(a)	I try, but I always feel very tired during the day.	[sound:en_36.mp3]	Eu tento, mas sempre me sinto muito cansado durante o dia.	[sound:pt_36.mp3]	/aɪ traɪ, bʌt aɪ ˈɔːlweɪz fiːl ˈvɛri ˈtaɪərd ˈdʊrɪŋ ðə deɪ/
37	Bloco 4 – Tema: Saúde e Bem-estar	sleep	dormir / sono	Make sure you get eight hours of sleep per night.	[sound:en_37.mp3]	Certifique-se de ter oito horas de sono por noite.	[sound:pt_37.mp3]	/meɪk ʃʊr juː ɡɛt eɪt ˈaʊərz ʌv sliːp pɜːr naɪt/
38	Bloco 4 – Tema: Saúde e Bem-estar	exercise	exercício	Should I start a new exercise routine to improve my energy?	[sound:en_38.mp3]	Eu deveria começar uma nova rotina de exercícios para melhorar minha energia?	[sound:pt_38.mp3]	/ʃʊd aɪ stɑːrt ə nuː ˈɛksərˌsaɪz ruːˈtiːn tu ɪmˈpruːv maɪ ˈɛnərdʒi/
39	Bloco 4 – Tema: Saúde e Bem-estar	hospital	hospital	Not yet. We need to do some tests at the hospital first.	[sound:en_39.mp3]	Ainda não. Nós precisamos fazer alguns exames no hospital primeiro.	[sound:pt_39.mp3]	/nɑːt jɛt. wi niːd tu duː sʌm tɛsts æt ðə ˈhɑːspɪtəl fɜːrst/
40	Bloco 4 – Tema: Saúde e Bem-estar	doctor	médico(a)	Okay. You are a great doctor, thank you for the help.	[sound:en_40.mp3]	Certo. Você é um ótimo médico, obrigado pela ajuda.	[sound:pt_40.mp3]	/ˌoʊˈkeɪ. juː ɑːr ə ɡreɪt ˈdɑːktər, θæŋk juː fɔːr ðə hɛlp/
41	Bloco 5 – Tema: Esportes e Lazer	sport	esporte	What is your favorite sport to watch on TV?	[sound:en_41.mp3]	Qual é o seu esporte favorito para assistir na TV?	[sound:pt_41.mp3]	/wʌt ɪz jɔːr ˈfeɪvərɪt spɔːrt tu wɑːtʃ ɑːn ˌtiːˈviː/
42	Bloco 5 – Tema: Esportes e Lazer	basketball	basquete	I love basketball. My favorite team is in the finals.	[sound:en_42.mp3]	Eu adoro basquete. Meu time favorito está nas finais.	[sound:pt_42.mp3]	/aɪ lʌv ˈbæskətˌbɔːl. maɪ ˈfeɪvərɪt tiːm ɪz ɪn ðə ˈfaɪnəlz/
43	Bloco 5 – Tema: Esportes e Lazer	awesome	incrível	Awesome. Where is the game happening tonight?	[sound:en_43.mp3]	Incrível. Onde vai ser o jogo hoje à noite?	[sound:pt_43.mp3]	/ˈɔːsəm. wɛr ɪz ðə ɡeɪm ˈhæpənɪŋ təˈnaɪt/
44	Bloco 5 – Tema: Esportes e Lazer	championship	campeonato	In Boston. I really hope they win the championship.	[sound:en_44.mp3]	Em Boston. Eu realmente espero que eles ganhem o campeonato.	[sound:pt_44.mp3]	/ɪn ˈbɑːstən. aɪ ˈriːəli hoʊp ðeɪ wɪn ðə ˈtʃæmpiənˌʃɪp/
45	Bloco 5 – Tema: Esportes e Lazer	huge	grande / enorme	I know you are a huge fan of them.	[sound:en_45.mp3]	Eu sei que você é um grande fã deles.	[sound:pt_45.mp3]	/aɪ noʊ juː ɑːr ə hjuːdʒ fæn əv ðɛm/
46	Bloco 5 – Tema: Esportes e Lazer	tomorrow	amanhã	Yes, I am. Do you want to play tomorrow?	[sound:en_46.mp3]	Pois é, eu sou. Quer jogar amanhã?	[sound:pt_46.mp3]	/jɛs, aɪ æm. duː juː wɑːnt tu pleɪ təˈmɑːroʊ/
47	Bloco 5 – Tema: Esportes e Lazer	marathon	maratona	I cannot. I need to run a marathon.	[sound:en_47.mp3]	Não posso. Preciso correr uma maratona.	[sound:pt_47.mp3]	/aɪ ˈkænɑːt. aɪ niːd tu rʌn ə ˈmærəˌθɑːn/
48	Bloco 5 – Tema: Esportes e Lazer	spend	passar (tempo)	Wow. You spend too much time at the gym.	[sound:en_48.mp3]	Caramba. Você passa tempo demais na academia.	[sound:pt_48.mp3]	/waʊ. juː spɛnd tuː mʌtʃ taɪm æt ðə dʒɪm/
49	Bloco 5 – Tema: Esportes e Lazer	relax	relaxar	I know, but I also swim to relax my muscles.	[sound:en_49.mp3]	Eu sei, mas também nado para relaxar os músculos.	[sound:pt_49.mp3]	/aɪ noʊ, bʌt aɪ ˈɔːlsoʊ swɪm tu rɪˈlæks maɪ ˈmʌsəlz/
50	Bloco 5 – Tema: Esportes e Lazer	practice	praticar / treinar	That is nice. I will just grab my ball and practice.	[sound:en_50.mp3]	Que legal. Vou só pegar minha bola e treinar.	[sound:pt_50.mp3]	/ðæt ɪz naɪs. aɪ wɪl dʒʌst ɡræb maɪ bɔːl ænd ˈpræktɪs/
51	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	explore	explorar	I believe we are ready to explore your offerings tonight.	[sound:en_51.mp3]	Acho que estamos prontos para explorar suas opções esta noite.	[sound:pt_51.mp3]	/aɪ bɪˈliːv wi ɑːr ˈrɛdi tu ɪkˈsplɔːr jɔːr ˈɔːfərɪŋz təˈnaɪt/
52	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	particular	específico(a)	Excellent. Are there any particular cuisines you fancy right now?	[sound:en_52.mp3]	Excelente. Há alguma culinária específica que vocês queiram experimentar agora?	[sound:pt_52.mp3]	/ˈɛksələnt. ɑːr ðɛr ˈɛni pərˈtɪkjələr kwɪˈziːnz ju ˈfænsi raɪt naʊ/
53	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	authentic	autêntico(a)	We are leaning towards something authentic and Mediterranean, perhaps.	[sound:en_53.mp3]	Estamos inclinados a algo autêntico e mediterrâneo, talvez.	[sound:pt_53.mp3]	/wi ɑːr ˈliːnɪŋ təˈwɔːrdz ˈsʌmθɪŋ ɔːˈθɛntɪk ænd ˌmɛdətəˈreɪniən, pərˈhæps/
54	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	special	especial (prato)	Our chef's special, the lamb tagine, is highly recommended.	[sound:en_54.mp3]	A especialidade do nosso chef, o tagine de cordeiro, é altamente recomendada.	[sound:pt_54.mp3]	/ˈaʊər ʃɛfs ˈspɛʃəl, ðə læm tɑːˈʒiːn, ɪz ˈhaɪli ˌrɛkəˈmɛndɪd/
55	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	intriguing	intrigante	That sounds very intriguing. What premium side accompanies it?	[sound:en_55.mp3]	Isso parece muito intrigante. Qual acompanhamento premium vem junto?	[sound:pt_55.mp3]	/ðæt saʊndz ˈvɛri ɪnˈtriːɡɪŋ. wʌt ˈpriːmiəm saɪd əˈkʌmpəniz ɪt/
56	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	fresh	fresco(a)	It is served with saffron couscous and fresh vegetables.	[sound:en_56.mp3]	Ele é servido com cuscuz de açafrão e legumes frescos.	[sound:pt_56.mp3]	/ɪt ɪz sɜːrvd wɪθ ˈsæfrən ˈkuːsˌkuːs ænd frɛʃ ˈvɛdʒtəbəlz/
57	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	perfect	perfeito	Perfect, I will have the lamb tagine then.	[sound:en_57.mp3]	Perfeito, vou querer o tajine de cordeiro então.	[sound:pt_57.mp3]	/ˈpɜːrfɪkt, aɪ wɪl hæv ðə læm tɑːˈʒiːn ðɛn/
58	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	choice	escolha	Wonderful choice. And for you, has madam made a selection?	[sound:en_58.mp3]	Ótima escolha. E para a senhora, já se decidiu?	[sound:pt_58.mp3]	/ˈwʌndərfəl tʃɔɪs. ænd fɔːr ju, hæz ˈmædəm meɪd ə sɪˈlɛkʃən/
59	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	salmon	salmão	I will go with the pan-seared salmon and salad.	[sound:en_59.mp3]	Vou ficar com o salmão selado na frigideira e a salada.	[sound:pt_59.mp3]	/aɪ wɪl ɡoʊ wɪθ ðə pæn-sɪrd ˈsæmən ænd ˈsæləd/
60	Bloco 6 – Tema: Comida e Restaurante - Alta Gastronomia	shortly	em breve / logo	Understood. Your full order will be with you shortly.	[sound:en_60.mp3]	Entendido. O pedido completo de vocês chegará em breve.	[sound:pt_60.mp3]	/ˌʌndərˈstʊd. jɔːr fʊl ˈɔːrdər wɪl bi wɪθ ju ˈʃɔːrtli/
61	Bloco 7 – Tema: Família e Relacionamentos	family	família	It is good to see you. How is your family?	[sound:en_61.mp3]	É bom te ver. Como está a sua família?	[sound:pt_61.mp3]	/ɪt ɪz ɡʊd tu si ju. haʊ ɪz jɔr ˈfæməli/
62	Bloco 7 – Tema: Família e Relacionamentos	mother	mãe	They are great. My mother just moved to Florida.	[sound:en_62.mp3]	Eles estão ótimos. Minha mãe acabou de se mudar para a Flórida.	[sound:pt_62.mp3]	/ðeɪ ɑr ɡreɪt. maɪ ˈmʌðər dʒʌst muvd tu ˈflɔrɪdə/
63	Bloco 7 – Tema: Família e Relacionamentos	father	pai	That is nice. Did your father go with her?	[sound:en_63.mp3]	Que legal. Seu pai foi com ela?	[sound:pt_63.mp3]	/ðæt ɪz naɪs. dɪd jɔr ˈfɑðər ɡoʊ wɪθ hɜr/
64	Bloco 7 – Tema: Família e Relacionamentos	brother	irmão	Yes, they went together. What about your older brother?	[sound:en_64.mp3]	Sim, eles foram juntos. E o seu irmão mais velho?	[sound:pt_64.mp3]	/jɛs, ðeɪ wɛnt təˈɡɛðər. wʌt əˈbaʊt jɔr ˈoʊldər ˈbrʌðər/
65	Bloco 7 – Tema: Família e Relacionamentos	marry	casar	He is fine. He is going to marry his girlfriend soon.	[sound:en_65.mp3]	Ele está bem. Ele vai se casar com a namorada dele em breve.	[sound:pt_65.mp3]	/hi ɪz faɪn. hi ɪz ˈɡoʊɪŋ tu ˈmɛri hɪz ˈɡɜrlˌfrɛnd sun/
66	Bloco 7 – Tema: Família e Relacionamentos	husband	marido	Wow! Are you going to the wedding with your husband?	[sound:en_66.mp3]	Uau! Você vai ao casamento com o seu marido?	[sound:pt_66.mp3]	/waʊ! ɑr ju ˈɡoʊɪŋ tu ðə ˈwɛdɪŋ wɪθ jɔr ˈhʌzbənd/
67	Bloco 7 – Tema: Família e Relacionamentos	child	filho(a) / criança	Yes, but we need a babysitter for our child.	[sound:en_67.mp3]	Sim, mas nós precisamos de uma babá para o nosso filho.	[sound:pt_67.mp3]	/jɛs, bʌt wi nid ə ˈbeɪbiˌsɪtər fɔr aʊər tʃaɪld/
68	Bloco 7 – Tema: Família e Relacionamentos	friend	amigo(a)	You have a baby? Congratulations, my good friend!	[sound:en_68.mp3]	Você tem um bebê? Parabéns, meu bom amigo!	[sound:pt_68.mp3]	/ju hæv ə ˈbeɪbi? kənˌɡrætʃəˈleɪʃənz, maɪ ɡʊd frɛnd/
69	Bloco 7 – Tema: Família e Relacionamentos	daughter	filha	Thank you so much. We had a beautiful daughter last year.	[sound:en_69.mp3]	Muito obrigado mesmo. Nós tivemos uma filha linda no ano passado.	[sound:pt_69.mp3]	/θæŋk ju soʊ mʌtʃ. wi hæd ə ˈbjutəfəl ˈdɔtər læst jɪr/
70	Bloco 7 – Tema: Família e Relacionamentos	sister	irmã	That is amazing. I will definitely tell my sister the news.	[sound:en_70.mp3]	Isso é incrível. Eu definitivamente vou contar a novidade para a minha irmã.	[sound:pt_70.mp3]	/ðæt ɪz əˈmeɪzɪŋ. aɪ wɪl ˈdɛfənətli tɛl maɪ ˈsɪstər ðə nuz/
71	Bloco 8 – Tema: Transporte e Deslocamento	car	carro	We are late! Should we take my car to the airport?	[sound:en_71.mp3]	Estamos atrasados! Nós deveríamos ir com o meu carro para o aeroporto?	[sound:pt_71.mp3]	/wi ɑr leɪt! ʃʊd wi teɪk maɪ kɑr tu ði ˈɛrˌpɔrt/
72	Bloco 8 – Tema: Transporte e Deslocamento	traffic	trânsito	No way. The traffic is terrible right now.	[sound:en_72.mp3]	De jeito nenhum. O trânsito está terrível agora mesmo.	[sound:pt_72.mp3]	/noʊ weɪ. ðə ˈtræfɪk ɪz ˈtɛrəbəl raɪt naʊ/
73	Bloco 8 – Tema: Transporte e Deslocamento	subway	metrô	You are right. Let's use the subway instead.	[sound:en_73.mp3]	Você tem razão. Vamos usar o metrô em vez disso.	[sound:pt_73.mp3]	/ju ɑr raɪt. lɛts juz ðə ˈsʌbweɪ ɪnˈstɛd/
74	Bloco 8 – Tema: Transporte e Deslocamento	ticket	passagem / bilhete	Good idea. Do you have your ticket with you?	[sound:en_74.mp3]	Boa ideia. Você tem a sua passagem com você?	[sound:pt_74.mp3]	/ɡʊd aɪˈdiə. du ju hæv jɔr ˈtɪkɪt wɪθ ju/
75	Bloco 8 – Tema: Transporte e Deslocamento	bus	ônibus	No, I lost it. Maybe we can take the bus?	[sound:en_75.mp3]	Não, eu a perdi. Talvez nós possamos pegar o ônibus?	[sound:pt_75.mp3]	/noʊ, aɪ lɔst ɪt. ˈmeɪbi wi kæn teɪk ðə bʌs/
76	Bloco 8 – Tema: Transporte e Deslocamento	train	trem	The bus is slow. The train is much faster.	[sound:en_76.mp3]	O ônibus é lento. O trem é muito mais rápido.	[sound:pt_76.mp3]	/ðə bʌs ɪz sloʊ. ðə treɪn ɪz mʌtʃ ˈfæstər/
77	Bloco 8 – Tema: Transporte e Deslocamento	taxi	táxi	We do not have time! Let's just call a taxi.	[sound:en_77.mp3]	Nós não temos tempo! Vamos apenas chamar um táxi.	[sound:pt_77.mp3]	/wi du nɑt hæv taɪm! lɛts dʒʌst kɔl ə ˈtæksi/
78	Bloco 8 – Tema: Transporte e Deslocamento	drive	dirigir	Taxis are expensive. I will drive us there, do not worry.	[sound:en_78.mp3]	Táxis são caros. Eu vou dirigir para nós até lá, não se preocupe.	[sound:pt_78.mp3]	/ˈtæksiz ɑr ɪkˈspɛnsɪv. aɪ wɪl draɪv ʌs ðɛr, du nɑt ˈwɜri/
79	Bloco 8 – Tema: Transporte e Deslocamento	bicycle	bicicleta	Are you sure? We cannot go on a bicycle!	[sound:en_79.mp3]	Tem certeza? Não podemos ir de bicicleta!	[sound:pt_79.mp3]	/ɑr ju ʃʊr? wi ˈkænɑt ɡoʊ ɑn ə ˈbaɪsɪkəl/
80	Bloco 8 – Tema: Transporte e Deslocamento	airplane	avião	Very funny. Let's go, or we will miss our airplane!	[sound:en_80.mp3]	Muito engraçado. Vamos logo, ou perderemos nosso avião!	[sound:pt_80.mp3]	/ˈvɛri ˈfʌni. lɛts ɡoʊ, ɔr wi wɪl mɪs aʊər ˈɛrpleɪn/
81	Bloco 9 – Tema: Tecnologia no Dia a Dia	augmented reality app	aplicativo de realidade aumentada	Have you tried that new augmented reality app for home decor?	[sound:en_81.mp3]	Você já experimentou aquele novo aplicativo de realidade aumentada para decoração de casa?	[sound:pt_81.mp3]	/hæv ju traɪd ðæt nu ˌɔːɡˈmɛntɪd riˈæləti æp fɔːr hoʊm ˈdeɪkɔːr/
82	Bloco 9 – Tema: Tecnologia no Dia a Dia	spatial mapping features	recursos de mapeamento espacial	Not yet, but I've been meaning to explore its spatial mapping features.	[sound:en_82.mp3]	Ainda não, mas tenho tido a intenção de explorar seus recursos de mapeamento espacial.	[sound:pt_82.mp3]	/nɑːt jɛt, bʌt aɪv bɪn ˈmiːnɪŋ tu ɪkˈsplɔːr ɪts ˈspeɪʃəl ˈmæpɪŋ ˈfiːtʃərz/
83	Bloco 9 – Tema: Tecnologia no Dia a Dia	streamlines furniture placement	otimiza o posicionamento de móveis	It really streamlines furniture placement virtually before buying.	[sound:en_83.mp3]	Isso realmente otimiza o posicionamento de móveis virtualmente antes da compra.	[sound:pt_83.mp3]	/ɪt ˈriːəli ˈstriːmˌlaɪnz ˈfɜːrnɪtʃər ˈpleɪsmənt ˈvɜːrtʃuəli bɪˈfɔːr ˈbaɪɪŋ/
84	Bloco 9 – Tema: Tecnologia no Dia a Dia	avoiding buyer's remorse	evitar o arrependimento do comprador	That sounds incredibly useful for avoiding buyer's remorse.	[sound:en_84.mp3]	Isso parece incrivelmente útil para evitar o arrependimento do comprador.	[sound:pt_84.mp3]	/ðæt saʊndz ɪnˈkrɛdəbli ˈjuːsfəl fɔːr əˈvɔɪdɪŋ ˈbaɪərz rɪˈmɔːrs/
85	Bloco 9 – Tema: Tecnologia no Dia a Dia	upgrading my smart home hub	atualizando a minha central inteligente da casa	Absolutely. I'm also considering upgrading my smart home hub.	[sound:en_85.mp3]	Com certeza. Também estou pensando em atualizar meu centro de casa inteligente.	[sound:pt_85.mp3]	/ˌæbsəˈluːtli. aɪm ˈɔːlsoʊ kənˈsɪdərɪŋ ˈʌpˌɡreɪdɪŋ maɪ smɑːrt hoʊm hʌb/
